beta,sample,sim,high_cheese_mean,high_cheese_sd,low_cheese_mean,low_cheese_sd,p
0.04,90,45,0.72,0.15,0.76,0.19,0.339816293168446
0.04,90,46,0.78,0.2,0.78,0.18,0.953068064862041
0.04,90,47,0.85,0.22,0.77,0.19,0.0675008018944807
0.04,90,48,0.75,0.21,0.75,0.19,0.938379507390333
0.04,90,49,0.8,0.21,0.74,0.21,0.168219141222817
0.04,90,50,0.77,0.22,0.71,0.22,0.23851926679978
0.04,90,51,0.79,0.19,0.79,0.22,0.900926244854475
0.04,90,52,0.77,0.21,0.79,0.2,0.686840255974442
0.04,90,53,0.85,0.2,0.77,0.21,0.0745043740554193
0.04,90,54,0.76,0.17,0.75,0.21,0.786713596495661
0.04,90,55,0.81,0.21,0.78,0.21,0.606592056559661
0.04,90,56,0.77,0.22,0.72,0.21,0.257153535376714
0.04,90,57,0.79,0.2,0.77,0.21,0.542337587159582
0.04,90,58,0.75,0.21,0.73,0.2,0.643680898880121
0.04,90,59,0.84,0.21,0.76,0.25,0.0801470319180867
0.04,90,60,0.75,0.18,0.74,0.18,0.750104439316465
0.04,90,61,0.78,0.18,0.72,0.17,0.163679200330689
0.04,90,62,0.84,0.24,0.8,0.21,0.423449931691563
0.04,90,63,0.84,0.2,0.71,0.23,0.00612276679108811
0.04,90,64,0.87,0.22,0.75,0.21,0.0148138478323699
0.04,90,65,0.83,0.19,0.75,0.22,0.0907694964724066
0.04,90,66,0.79,0.23,0.78,0.19,0.932900138759275
0.04,90,67,0.8,0.19,0.75,0.23,0.268883793812159
0.04,90,68,0.77,0.22,0.76,0.17,0.897234683021778
0.04,90,69,0.79,0.21,0.7,0.18,0.0616842406027955
0.04,90,70,0.81,0.19,0.7,0.2,0.00780980785216933
0.04,90,71,0.8,0.21,0.76,0.24,0.417431882228669
0.04,90,72,0.8,0.23,0.76,0.2,0.335975297603598
0.04,90,73,0.8,0.21,0.75,0.21,0.252608557580656
0.04,90,74,0.75,0.24,0.76,0.2,0.761978683473185
0.04,90,75,0.8,0.19,0.71,0.17,0.0337382641065915
0.04,90,76,0.78,0.18,0.73,0.19,0.195470488389646
0.04,90,77,0.75,0.23,0.78,0.17,0.422445720846905
0.04,90,78,0.8,0.2,0.76,0.18,0.36945696557579
0.04,90,79,0.8,0.19,0.78,0.2,0.670525503682721
0.04,90,80,0.84,0.2,0.76,0.2,0.0584044614469659
0.04,90,81,0.8,0.2,0.73,0.19,0.114979080114037
0.04,90,82,0.81,0.19,0.79,0.19,0.576781338471876
0.04,90,83,0.76,0.23,0.76,0.23,0.887820273245653
0.04,90,84,0.82,0.22,0.8,0.21,0.665875075888207
0.04,90,85,0.79,0.18,0.75,0.19,0.235738539386645
0.04,90,86,0.8,0.2,0.8,0.22,0.873813742798176
0.04,90,87,0.81,0.17,0.78,0.23,0.434422153729294
0.04,90,88,0.78,0.19,0.75,0.18,0.436844796965283
0.04,90,89,0.83,0.2,0.7,0.18,0.00286589567493542
0.04,90,90,0.76,0.2,0.8,0.21,0.414880275357083
0.04,90,91,0.79,0.19,0.81,0.17,0.736427025321813
0.04,90,92,0.78,0.22,0.75,0.2,0.510158712661702
0.04,90,93,0.76,0.21,0.77,0.21,0.97224416963057
0.04,90,94,0.8,0.17,0.73,0.18,0.086241599222131
0.04,90,95,0.84,0.19,0.77,0.18,0.0727394499106919
0.04,90,96,0.81,0.21,0.78,0.2,0.398763873414396
0.04,90,97,0.83,0.19,0.78,0.22,0.233317890065702
0.04,90,98,0.77,0.18,0.8,0.22,0.58142231455496
0.04,90,99,0.78,0.17,0.73,0.21,0.163284719878203
0.04,90,100,0.8,0.22,0.76,0.21,0.371342460399658
0.04,100,1,0.88,0.21,0.76,0.21,0.00846700973204204
0.04,100,2,0.8,0.18,0.8,0.19,0.966273324241409
0.04,100,3,0.77,0.22,0.74,0.17,0.541476063715074
0.04,100,4,0.8,0.18,0.74,0.19,0.142698171644427
0.04,100,5,0.81,0.17,0.75,0.19,0.124799958903612
0.04,100,6,0.8,0.23,0.72,0.19,0.100294153370933
0.04,100,7,0.77,0.17,0.77,0.22,0.921963312633732
0.04,100,8,0.82,0.19,0.72,0.23,0.01450115608713
0.04,100,9,0.84,0.19,0.76,0.17,0.0200364479627669
0.04,100,10,0.84,0.21,0.71,0.2,0.00476346002369454
0.04,100,11,0.79,0.18,0.71,0.18,0.0491928336871676
0.04,100,12,0.79,0.19,0.78,0.21,0.741817767802569
0.04,100,13,0.82,0.18,0.73,0.22,0.040964806151993
0.04,100,14,0.8,0.15,0.74,0.23,0.189264537202876
0.04,100,15,0.82,0.21,0.76,0.23,0.158864276098697
0.04,100,16,0.79,0.22,0.74,0.2,0.278969308552848
0.04,100,17,0.81,0.16,0.78,0.2,0.492284146096538
0.04,100,18,0.86,0.2,0.74,0.2,0.00505121692696494
0.04,100,19,0.84,0.22,0.8,0.19,0.279890091798031
0.04,100,20,0.75,0.18,0.78,0.18,0.363191573170339
0.04,100,21,0.77,0.2,0.74,0.23,0.467265703083439
0.04,100,22,0.79,0.19,0.77,0.2,0.560865725091316
0.04,100,23,0.8,0.16,0.77,0.22,0.407268459725234
0.04,100,24,0.78,0.18,0.75,0.22,0.379100703447714
0.04,100,25,0.81,0.18,0.81,0.18,0.974068759297439
0.04,100,26,0.79,0.2,0.75,0.21,0.296082596241092
0.04,100,27,0.85,0.19,0.79,0.19,0.107415199492923
0.04,100,28,0.77,0.18,0.78,0.25,0.872915104017434
0.04,100,29,0.77,0.17,0.76,0.19,0.677166240127765
0.04,100,30,0.81,0.2,0.72,0.17,0.0193205449334612
0.04,100,31,0.71,0.19,0.75,0.19,0.376367571522074
0.04,100,32,0.84,0.22,0.75,0.2,0.046728900597256
0.04,100,33,0.8,0.2,0.76,0.18,0.358854784697355
0.04,100,34,0.8,0.18,0.8,0.19,0.944398536028121
0.04,100,35,0.84,0.22,0.77,0.21,0.151117931188711
0.04,100,36,0.82,0.2,0.8,0.19,0.710889934741786
0.04,100,37,0.82,0.2,0.73,0.21,0.0317965068869261
0.04,100,38,0.78,0.24,0.76,0.23,0.752357000653647
0.04,100,39,0.81,0.2,0.73,0.19,0.0512249048382874
0.04,100,40,0.82,0.2,0.77,0.2,0.268101705877103
0.04,100,41,0.84,0.21,0.77,0.18,0.0636069158058012
0.04,100,42,0.79,0.19,0.78,0.19,0.873913574002298
0.04,100,43,0.77,0.19,0.76,0.22,0.69602296937518
0.04,100,44,0.8,0.18,0.74,0.2,0.132592815610906
0.04,100,45,0.81,0.22,0.72,0.21,0.0578649519232046
0.04,100,46,0.84,0.19,0.82,0.18,0.563715047804519
0.04,100,47,0.78,0.17,0.7,0.22,0.0418864721550186
0.04,100,48,0.83,0.22,0.73,0.22,0.0258608954313338
0.04,100,49,0.84,0.2,0.8,0.22,0.277397355059907
0.04,100,50,0.79,0.18,0.75,0.21,0.287498864274895
0.04,100,51,0.8,0.17,0.76,0.23,0.439807750439002
0.04,100,52,0.83,0.2,0.77,0.21,0.179344808540502
0.04,100,53,0.78,0.24,0.71,0.19,0.141661593423551
0.04,100,54,0.79,0.21,0.77,0.22,0.602852903022265
0.04,100,55,0.74,0.23,0.84,0.17,0.0301920032641164
0.04,100,56,0.82,0.2,0.78,0.18,0.331320996724351
0.04,100,57,0.78,0.23,0.71,0.21,0.111160015298214
0.04,100,58,0.81,0.19,0.78,0.25,0.439103359567187
0.04,100,59,0.81,0.19,0.75,0.19,0.155963143384561
0.04,100,60,0.71,0.23,0.78,0.23,0.159027569640983
0.04,100,61,0.78,0.21,0.7,0.22,0.056818865370647
0.04,100,62,0.77,0.2,0.76,0.19,0.857226991313107
0.04,100,63,0.87,0.2,0.77,0.2,0.0209299208691682
0.04,100,64,0.8,0.22,0.76,0.19,0.406788883651479
0.04,100,65,0.83,0.21,0.79,0.18,0.376206681795909
0.04,100,66,0.8,0.19,0.76,0.21,0.304324709498477
0.04,100,67,0.74,0.14,0.75,0.21,0.668640376328204
0.04,100,68,0.8,0.21,0.78,0.2,0.768336837444844
0.04,100,69,0.77,0.19,0.8,0.17,0.58567151223298
0.04,100,70,0.8,0.25,0.77,0.19,0.662673918884983
0.04,100,71,0.77,0.18,0.74,0.18,0.483840248547014
0.04,100,72,0.8,0.2,0.76,0.21,0.407847880618971
0.04,100,73,0.84,0.19,0.75,0.22,0.018478413333189
0.04,100,74,0.8,0.21,0.73,0.22,0.0868653043559956
0.04,100,75,0.77,0.17,0.73,0.17,0.338414129850347
0.04,100,76,0.84,0.2,0.76,0.18,0.0665565385922159
0.04,100,77,0.78,0.19,0.73,0.18,0.159633863200265
0.04,100,78,0.79,0.2,0.79,0.17,0.939783285555413
0.04,100,79,0.76,0.16,0.78,0.18,0.613031671476207
0.04,100,80,0.76,0.18,0.76,0.16,0.885018014596914
0.04,100,81,0.8,0.2,0.82,0.21,0.626595165176189
0.04,100,82,0.77,0.18,0.76,0.21,0.842815662933085
0.04,100,83,0.85,0.24,0.78,0.21,0.141463600471809
0.04,100,84,0.75,0.19,0.73,0.21,0.617925341868428
0.04,100,85,0.8,0.19,0.76,0.2,0.305451875471027
0.04,100,86,0.82,0.2,0.76,0.21,0.152648810779962
0.04,100,87,0.8,0.2,0.78,0.21,0.516290216760145
0.04,100,88,0.82,0.19,0.74,0.19,0.0453284919702483
0.04,100,89,0.79,0.15,0.75,0.16,0.173509800953743
0.04,100,90,0.82,0.2,0.76,0.19,0.117912639357954
0.04,100,91,0.78,0.18,0.79,0.19,0.869136586344561
0.04,100,92,0.78,0.24,0.77,0.22,0.748663405841851
0.04,100,93,0.82,0.18,0.81,0.24,0.834243630590751
0.04,100,94,0.78,0.2,0.76,0.19,0.56833977111748
0.04,100,95,0.76,0.18,0.73,0.21,0.346462107004096
0.04,100,96,0.83,0.22,0.75,0.2,0.046594514069153
0.04,100,97,0.77,0.17,0.76,0.2,0.73046661102473
0.04,100,98,0.81,0.19,0.73,0.19,0.0378162674498439
0.04,100,99,0.79,0.18,0.75,0.19,0.272260762291248
0.04,100,100,0.82,0.2,0.74,0.23,0.0706068187575463
0.05,40,1,0.8,0.2,0.84,0.23,0.527879907861601
0.05,40,2,0.78,0.17,0.77,0.21,0.93851873831249
0.05,40,3,0.79,0.12,0.8,0.18,0.8327849793022
0.05,40,4,0.77,0.25,0.72,0.19,0.507898886781776
0.05,40,5,0.9,0.21,0.72,0.22,0.0143311314689557
0.05,40,6,0.86,0.23,0.72,0.24,0.0665894845619015
0.05,40,7,0.84,0.21,0.74,0.14,0.150306867921993
0.05,40,8,0.8,0.29,0.67,0.2,0.141926699723587
0.05,40,9,0.83,0.16,0.75,0.18,0.176736864478189
0.05,40,10,1,0.28,0.67,0.14,0.00736385557004924
0.05,40,11,0.8,0.25,0.71,0.24,0.25743328983162
0.05,40,12,0.77,0.22,0.73,0.18,0.493138498350492
0.05,40,13,0.81,0.2,0.66,0.23,0.0375221239074723
0.05,40,14,0.73,0.22,0.78,0.19,0.450230823079463
0.05,40,15,0.85,0.19,0.75,0.19,0.117367023417102
0.05,40,16,0.84,0.22,0.82,0.15,0.6874181226406
0.05,40,17,0.8,0.18,0.74,0.21,0.296567367855954
0.05,40,18,0.84,0.2,0.77,0.23,0.35619750133664
0.05,40,19,0.84,0.24,0.71,0.2,0.0930519459312263
0.05,40,20,0.78,0.18,0.74,0.16,0.41061261490538
0.05,40,21,0.8,0.22,0.79,0.2,0.902562124285361
0.05,40,22,0.82,0.27,0.7,0.19,0.169797505456497
0.05,40,23,0.88,0.24,0.75,0.19,0.137376639283496
0.05,40,24,0.81,0.22,0.75,0.22,0.453423386186726
0.05,40,25,0.67,0.17,0.78,0.2,0.0813070517344666
0.05,40,26,0.84,0.2,0.76,0.17,0.180934736963965
0.05,40,27,0.83,0.2,0.79,0.2,0.594873488635411
0.05,40,28,0.78,0.25,0.71,0.18,0.351172512526591
0.05,40,29,0.79,0.15,0.71,0.22,0.224254750049133
0.05,40,30,0.73,0.18,0.72,0.15,0.8052365783019
0.05,40,31,0.89,0.17,0.77,0.18,0.0374620392088288
0.05,40,32,0.79,0.21,0.68,0.18,0.0863422631622657
0.05,40,33,0.79,0.2,0.76,0.23,0.688810137035059
0.05,40,34,0.77,0.19,0.72,0.16,0.407031053565956
0.05,40,35,0.84,0.22,0.78,0.19,0.397908431635053
0.05,40,36,0.79,0.17,0.8,0.18,0.93645538225855
0.05,40,37,0.77,0.16,0.74,0.23,0.602013196103616
0.05,40,38,0.77,0.22,0.76,0.19,0.790992849602868
0.05,40,39,0.86,0.19,0.71,0.26,0.0391017265839246
0.05,40,40,0.83,0.12,0.78,0.17,0.281169454454906
0.05,40,41,0.79,0.19,0.74,0.19,0.426757028078522
0.05,40,42,0.9,0.19,0.78,0.14,0.0453452983229617
0.05,40,43,0.71,0.14,0.84,0.19,0.024944255569936
0.05,40,44,0.82,0.17,0.62,0.23,0.00247408382444124
0.05,40,45,0.78,0.24,0.7,0.22,0.254145796322689
0.05,40,46,0.73,0.2,0.69,0.19,0.535001701407472
0.05,40,47,0.78,0.18,0.72,0.17,0.313186249377773
0.05,40,48,0.74,0.22,0.69,0.23,0.480376920466179
0.05,40,49,0.78,0.25,0.77,0.25,0.994240007026274
0.05,40,50,0.84,0.21,0.69,0.24,0.0533096486732465
0.05,40,51,0.74,0.2,0.73,0.2,0.946047369255851
0.05,40,52,0.67,0.16,0.72,0.24,0.452668574795746
0.05,40,53,0.76,0.2,0.82,0.2,0.365170549684391
0.05,40,54,0.84,0.18,0.7,0.18,0.0274044638299027
0.05,40,55,0.78,0.25,0.75,0.15,0.724348823600016
0.05,40,56,0.82,0.15,0.69,0.19,0.044840261081022
0.05,40,57,0.77,0.19,0.78,0.22,0.902747318326125
0.05,40,58,0.89,0.18,0.77,0.23,0.0736460813173799
0.05,40,59,0.83,0.18,0.76,0.24,0.261514688433237
0.05,40,60,0.73,0.27,0.76,0.2,0.677533253593172
0.05,40,61,0.76,0.24,0.75,0.19,0.836171261238807
0.05,40,62,0.83,0.16,0.76,0.19,0.216233068114278
0.05,40,63,0.83,0.14,0.77,0.18,0.264144792960298
0.05,40,64,0.8,0.2,0.74,0.18,0.463473672120471
0.05,40,65,0.79,0.14,0.79,0.17,0.97998407903797
0.05,40,66,0.86,0.22,0.71,0.19,0.0320894388244002
0.05,40,67,0.81,0.26,0.7,0.21,0.167118516241419
0.05,40,68,0.78,0.21,0.78,0.2,0.97157938065112
0.05,40,69,0.77,0.15,0.78,0.18,0.911898251977328
0.05,40,70,0.77,0.18,0.72,0.19,0.374189735934774
0.05,40,71,0.71,0.11,0.78,0.22,0.152891310364322
0.05,40,72,0.79,0.18,0.79,0.23,0.969359889221007
0.05,40,73,0.82,0.2,0.79,0.16,0.588456743022993
0.05,40,74,0.82,0.22,0.77,0.2,0.456536908263459
0.05,40,75,0.86,0.16,0.84,0.24,0.706286346736904
0.05,40,76,0.79,0.21,0.76,0.23,0.695310070744647
0.05,40,77,0.81,0.16,0.71,0.19,0.0935000430829103
0.05,40,78,0.79,0.21,0.82,0.2,0.697011287473304
0.05,40,79,0.84,0.19,0.75,0.19,0.182893658382704
0.05,40,80,0.74,0.18,0.79,0.2,0.429437290356861
0.05,40,81,0.8,0.19,0.81,0.18,0.856872307879074
0.05,40,82,0.82,0.18,0.77,0.15,0.423696391584754
0.05,40,83,0.77,0.16,0.72,0.14,0.374618664549453
0.05,40,84,0.77,0.19,0.68,0.21,0.227551556438185
0.05,40,85,0.72,0.19,0.83,0.24,0.122048639288713
0.05,40,86,0.81,0.17,0.82,0.22,0.825120302877562
0.05,40,87,0.71,0.23,0.79,0.17,0.2501757372326
0.05,40,88,0.79,0.15,0.79,0.17,0.98177833519501
0.05,40,89,0.86,0.2,0.74,0.2,0.123165772064382
0.05,40,90,0.75,0.19,0.76,0.18,0.78661533805982
0.05,40,91,0.83,0.15,0.69,0.18,0.0178314103082824
0.05,40,92,0.75,0.23,0.76,0.14,0.837836602372597
0.05,40,93,0.84,0.21,0.79,0.21,0.460493454719402
0.05,40,94,0.78,0.16,0.77,0.19,0.860344632577334
0.05,40,95,0.88,0.19,0.74,0.23,0.0588420350450698
0.05,40,96,0.87,0.21,0.79,0.22,0.287183619440885
0.05,40,97,0.85,0.14,0.76,0.24,0.154883566449441
0.05,40,98,0.81,0.23,0.78,0.15,0.686904855489911
0.05,40,99,0.79,0.12,0.72,0.25,0.276342382482928
0.05,40,100,0.8,0.2,0.82,0.26,0.795811255347784
0.05,50,1,0.75,0.26,0.72,0.18,0.73163304912056
0.05,50,2,0.79,0.2,0.72,0.26,0.293048690334946
0.05,50,3,0.83,0.27,0.73,0.2,0.184154627988235
0.05,50,4,0.85,0.21,0.76,0.21,0.143503527617922
0.05,50,5,0.83,0.24,0.69,0.18,0.0264402931120686
0.05,50,6,0.85,0.2,0.75,0.22,0.108129713004358
0.05,50,7,0.83,0.22,0.8,0.19,0.615131524357039
0.05,50,8,0.82,0.17,0.75,0.21,0.198786290900399
0.05,50,9,0.81,0.23,0.73,0.15,0.285630574004056
0.05,50,10,0.8,0.21,0.74,0.19,0.341356454995166
0.05,50,11,0.76,0.18,0.8,0.2,0.454228781953314
0.05,50,12,0.75,0.22,0.67,0.19,0.14938996002615
0.05,50,13,0.82,0.25,0.75,0.19,0.262370182476712
0.05,50,14,0.85,0.19,0.75,0.21,0.0932426468779629
0.05,50,15,0.91,0.25,0.78,0.23,0.0905642473162983
0.05,50,16,0.82,0.22,0.74,0.16,0.153887354647133
0.05,50,17,0.71,0.2,0.71,0.21,0.977646202166013
0.05,50,18,0.79,0.17,0.75,0.17,0.517150198063727
0.05,50,19,0.79,0.21,0.75,0.19,0.537036510488402
0.05,50,20,0.78,0.15,0.73,0.2,0.305633598189
0.05,50,21,0.73,0.19,0.72,0.18,0.954675888571292
0.05,50,22,0.82,0.24,0.76,0.19,0.527318677782685
0.05,50,23,0.75,0.25,0.74,0.2,0.895888650426542
0.05,50,24,0.81,0.18,0.74,0.23,0.252443777964351
0.05,50,25,0.73,0.24,0.73,0.19,0.974686496321019
0.05,50,26,0.75,0.22,0.76,0.21,0.907129149124887
0.05,50,27,0.77,0.15,0.72,0.17,0.223220565143455
0.05,50,28,0.85,0.18,0.68,0.22,0.00564063712886057
0.05,50,29,0.8,0.23,0.76,0.2,0.529048052350625
0.05,50,30,0.73,0.21,0.68,0.22,0.420886238829488
0.05,50,31,0.88,0.18,0.69,0.22,0.00149308788648164
0.05,50,32,0.84,0.18,0.76,0.2,0.153174499141744
0.05,50,33,0.76,0.22,0.75,0.22,0.965631629322204
0.05,50,34,0.76,0.19,0.76,0.2,0.979125673101241
0.05,50,35,0.8,0.21,0.75,0.18,0.335948123357414
0.05,50,36,0.87,0.18,0.74,0.18,0.0182612231071252
0.05,50,37,0.84,0.22,0.73,0.18,0.107154339345267
0.05,50,38,0.86,0.14,0.72,0.19,0.00686592707112268
0.05,50,39,0.9,0.21,0.71,0.18,0.00264868994345469
0.05,50,40,0.78,0.2,0.75,0.19,0.678900974214385
0.05,50,41,0.86,0.19,0.73,0.2,0.0314825716902042
0.05,50,42,0.9,0.14,0.78,0.17,0.00794094838019058
0.05,50,43,0.85,0.24,0.72,0.2,0.0771038356244379
0.05,50,44,0.79,0.2,0.69,0.21,0.10948905644094
0.05,50,45,0.78,0.25,0.78,0.2,0.981698032257653
0.05,50,46,0.69,0.22,0.76,0.22,0.28955922840331
0.05,50,47,0.85,0.18,0.77,0.21,0.168855774359578
0.05,50,48,0.77,0.23,0.73,0.13,0.483823005176486
0.05,50,49,0.86,0.23,0.72,0.25,0.0448353655369704
0.05,50,50,0.79,0.21,0.76,0.15,0.600661372272718
0.05,50,51,0.77,0.22,0.76,0.17,0.818357505040414
0.05,50,52,0.78,0.2,0.77,0.2,0.891412445427599
0.05,50,53,0.84,0.26,0.8,0.21,0.52199533478243
0.05,50,54,0.79,0.19,0.71,0.18,0.181860105411226
0.05,50,55,0.84,0.15,0.77,0.19,0.219240571144753
0.05,50,56,0.77,0.19,0.77,0.23,0.975887582316637
0.05,50,57,0.79,0.17,0.74,0.16,0.329909337199915
0.05,50,58,0.87,0.23,0.78,0.19,0.191570228580697
0.05,50,59,0.8,0.16,0.78,0.19,0.760779234421838
0.05,50,60,0.85,0.21,0.82,0.24,0.64841373305567
0.05,50,61,0.85,0.21,0.76,0.21,0.168614282076402
0.05,50,62,0.72,0.19,0.78,0.21,0.323335582727936
0.05,50,63,0.74,0.21,0.79,0.22,0.463015129721911
0.05,50,64,0.79,0.2,0.76,0.18,0.503700332888107
0.05,50,65,0.83,0.2,0.73,0.2,0.107699584493161
0.05,50,66,0.86,0.13,0.71,0.19,0.00167786051655856
0.05,50,67,0.8,0.21,0.68,0.2,0.0567274954895034
0.05,50,68,0.76,0.23,0.77,0.2,0.937520808476784
0.05,50,69,0.83,0.19,0.73,0.23,0.0737394472923703
0.05,50,70,0.85,0.25,0.74,0.16,0.0864459383251614
0.05,50,71,0.74,0.23,0.73,0.18,0.924055005463832
0.05,50,72,0.79,0.22,0.77,0.2,0.73169088278506
0.05,50,73,0.84,0.27,0.76,0.2,0.326179628031124
0.05,50,74,0.81,0.21,0.77,0.19,0.409325222610287
0.05,50,75,0.79,0.2,0.7,0.2,0.112409946198199
0.05,50,76,0.78,0.23,0.76,0.14,0.690827641198761
0.05,50,77,0.7,0.17,0.79,0.16,0.0567773589925025
0.05,50,78,0.8,0.23,0.73,0.19,0.304055943848315
0.05,50,79,0.84,0.15,0.74,0.2,0.0687721810538547
0.05,50,80,0.83,0.21,0.74,0.25,0.18803302385736
0.05,50,81,0.76,0.16,0.74,0.18,0.783722551821189
0.05,50,82,0.76,0.18,0.74,0.24,0.779742423977317
0.05,50,83,0.79,0.21,0.78,0.2,0.88371169677883
0.05,50,84,0.85,0.24,0.71,0.19,0.0318585576536079
0.05,50,85,0.87,0.23,0.73,0.19,0.0525921895532991
0.05,50,86,0.82,0.19,0.71,0.18,0.0470134970539258
0.05,50,87,0.82,0.17,0.74,0.25,0.179200284455027
0.05,50,88,0.76,0.16,0.67,0.16,0.0728369492028751
0.05,50,89,0.71,0.16,0.72,0.25,0.800364565218226
0.05,50,90,0.76,0.24,0.73,0.19,0.64412312315159
0.05,50,91,0.78,0.19,0.69,0.19,0.11644355937535
0.05,50,92,0.8,0.25,0.79,0.22,0.835058247245722
0.05,50,93,0.85,0.15,0.78,0.19,0.178444779695573
0.05,50,94,0.81,0.17,0.81,0.18,0.931127058305226
0.05,50,95,0.79,0.23,0.75,0.19,0.511210952488922
0.05,50,96,0.84,0.18,0.8,0.18,0.372367906275527
0.05,50,97,0.85,0.17,0.82,0.23,0.630204169803556
0.05,50,98,0.85,0.23,0.79,0.18,0.417275816991937
0.05,50,99,0.81,0.17,0.72,0.2,0.0958228313216014
0.05,50,100,0.83,0.22,0.71,0.22,0.061661850904545
0.05,60,1,0.87,0.22,0.74,0.18,0.0172928613867716
0.05,60,2,0.84,0.24,0.78,0.19,0.286353323150496
0.05,60,3,0.75,0.21,0.78,0.16,0.539989091343608
0.05,60,4,0.81,0.23,0.78,0.2,0.544795427786741
0.05,60,5,0.83,0.17,0.77,0.16,0.22132227444861
0.05,60,6,0.79,0.21,0.77,0.19,0.689388221872535
0.05,60,7,0.74,0.21,0.74,0.18,0.956380260453247
0.05,60,8,0.81,0.17,0.7,0.19,0.0439960301077095
0.05,60,9,0.89,0.19,0.75,0.21,0.0122358293394704
0.05,60,10,0.79,0.26,0.74,0.18,0.375168615233003
0.05,60,11,0.75,0.21,0.75,0.19,0.972948719943518
0.05,60,12,0.77,0.17,0.71,0.21,0.262127223062977
0.05,60,13,0.83,0.25,0.71,0.16,0.0485135532671385
0.05,60,14,0.85,0.21,0.84,0.2,0.733471121691965
0.05,60,15,0.73,0.21,0.75,0.16,0.611857131245198
0.05,60,16,0.81,0.14,0.78,0.19,0.524583659331272
0.05,60,17,0.85,0.18,0.78,0.16,0.104837686727685
0.05,60,18,0.81,0.21,0.74,0.2,0.21742871661813
0.05,60,19,0.78,0.2,0.8,0.21,0.628946159308696
0.05,60,20,0.79,0.17,0.77,0.19,0.690141121535595
0.05,60,21,0.73,0.15,0.77,0.24,0.3990966573838
0.05,60,22,0.72,0.21,0.76,0.21,0.542793644825481
0.05,60,23,0.81,0.19,0.73,0.18,0.116710281122663
0.05,60,24,0.75,0.24,0.77,0.18,0.761195686115279
0.05,60,25,0.86,0.21,0.76,0.21,0.110854472703504
0.05,60,26,0.75,0.22,0.84,0.17,0.0720808491376462
0.05,60,27,0.8,0.16,0.74,0.16,0.129605252329427
0.05,60,28,0.81,0.19,0.74,0.21,0.237126735669372
0.05,60,29,0.75,0.23,0.75,0.24,0.96405718044349
0.05,60,30,0.81,0.13,0.77,0.18,0.264988848578712
0.05,60,31,0.77,0.15,0.73,0.2,0.471199545543553
0.05,60,32,0.85,0.2,0.71,0.18,0.0154673518410007
0.05,60,33,0.85,0.23,0.75,0.19,0.0902484067888712
0.05,60,34,0.82,0.18,0.75,0.2,0.177906264947733
0.05,60,35,0.76,0.22,0.75,0.19,0.854209156894263
0.05,60,36,0.82,0.19,0.78,0.24,0.487941524812052
0.05,60,37,0.76,0.21,0.76,0.2,0.975706926509582
0.05,60,38,0.82,0.25,0.77,0.18,0.46266659150188
0.05,60,39,0.82,0.2,0.77,0.19,0.370594683103191
0.05,60,40,0.84,0.14,0.73,0.26,0.0324992960837602
0.05,60,41,0.77,0.19,0.83,0.13,0.125654707602679
0.05,60,42,0.77,0.19,0.7,0.18,0.155344826011507
0.05,60,43,0.82,0.2,0.76,0.16,0.199225652214837
0.05,60,44,0.78,0.19,0.73,0.16,0.228515709735469
0.05,60,45,0.71,0.17,0.77,0.21,0.311980242246251
0.05,60,46,0.81,0.18,0.79,0.23,0.648660721220569
0.05,60,47,0.87,0.21,0.8,0.15,0.132939744937625
0.05,60,48,0.75,0.17,0.71,0.18,0.47189884055532
0.05,60,49,0.89,0.22,0.71,0.18,0.00207339375213857
0.05,60,50,0.83,0.22,0.76,0.16,0.14695779104761
0.05,60,51,0.84,0.22,0.77,0.19,0.1664565881158
0.05,60,52,0.75,0.19,0.75,0.18,0.954112119916344
0.05,60,53,0.78,0.22,0.78,0.21,0.904773237294541
0.05,60,54,0.8,0.21,0.73,0.16,0.180146925721153
0.05,60,55,0.79,0.23,0.73,0.17,0.305988584923904
0.05,60,56,0.88,0.17,0.82,0.17,0.188687427427134
0.05,60,57,0.78,0.2,0.7,0.21,0.136703853017251
0.05,60,58,0.79,0.2,0.73,0.2,0.269279863455893
0.05,60,59,0.83,0.23,0.78,0.19,0.388708327014917
0.05,60,60,0.81,0.21,0.79,0.17,0.625775282620857
0.05,60,61,0.74,0.21,0.77,0.17,0.461835559051668
0.05,60,62,0.81,0.23,0.76,0.24,0.434503687666683
0.05,60,63,0.79,0.15,0.76,0.19,0.441116447522336
0.05,60,64,0.78,0.14,0.75,0.19,0.371194225673476
0.05,60,65,0.82,0.15,0.79,0.16,0.557684267817587
0.05,60,66,0.8,0.19,0.82,0.18,0.774660709136213
0.05,60,67,0.8,0.2,0.74,0.21,0.252964218745978
0.05,60,68,0.83,0.17,0.78,0.26,0.426177646370864
0.05,60,69,0.87,0.18,0.76,0.19,0.0371547493998437
0.05,60,70,0.79,0.2,0.78,0.2,0.969425839968341
0.05,60,71,0.79,0.14,0.71,0.17,0.0743388306130698
0.05,60,72,0.74,0.23,0.76,0.23,0.708570046841607
0.05,60,73,0.79,0.21,0.77,0.18,0.6244361095445
0.05,60,74,0.76,0.19,0.75,0.17,0.873041772266931
0.05,60,75,0.83,0.19,0.72,0.14,0.0101928557957106
0.05,60,76,0.76,0.24,0.77,0.19,0.878421679528162
0.05,60,77,0.79,0.21,0.8,0.22,0.908266235347167
