beta,sample,sim,high_cheese_mean,high_cheese_sd,low_cheese_mean,low_cheese_sd,p
0.09,80,94,0.77,0.2,0.73,0.17,0.267523226171748
0.09,80,95,0.79,0.21,0.74,0.19,0.300802879386598
0.09,80,96,0.86,0.22,0.69,0.17,0.00201549433393114
0.09,80,97,0.8,0.22,0.71,0.17,0.0413918601438691
0.09,80,98,0.82,0.19,0.72,0.22,0.0372192035949132
0.09,80,99,0.79,0.16,0.72,0.19,0.0538695137628835
0.09,80,100,0.81,0.21,0.7,0.17,0.0427006807028268
0.09,90,1,0.81,0.2,0.71,0.21,0.0253588656610862
0.09,90,2,0.83,0.22,0.74,0.2,0.0784567025634628
0.09,90,3,0.8,0.2,0.67,0.24,0.00862644399993101
0.09,90,4,0.86,0.21,0.69,0.2,0.000268751090818291
0.09,90,5,0.81,0.2,0.71,0.2,0.0228533685808376
0.09,90,6,0.77,0.2,0.72,0.16,0.162933784277058
0.09,90,7,0.79,0.15,0.7,0.23,0.029380565258012
0.09,90,8,0.78,0.2,0.68,0.23,0.0239603338808641
0.09,90,9,0.8,0.17,0.72,0.17,0.0277380346066106
0.09,90,10,0.82,0.21,0.68,0.23,0.00331114952029482
0.09,90,11,0.72,0.24,0.7,0.21,0.752630082459648
0.09,90,12,0.86,0.22,0.68,0.23,0.000290675258038807
0.09,90,13,0.74,0.24,0.68,0.22,0.228730632983866
0.09,90,14,0.84,0.2,0.71,0.2,0.00295143274262361
0.09,90,15,0.79,0.24,0.7,0.19,0.0525456267627211
0.09,90,16,0.77,0.22,0.69,0.22,0.0847959024273317
0.09,90,17,0.86,0.21,0.72,0.15,0.00252331995380613
0.09,90,18,0.86,0.17,0.79,0.21,0.0981106052655837
0.09,90,19,0.81,0.19,0.7,0.2,0.0104032208011949
0.09,90,20,0.82,0.2,0.73,0.2,0.0548321356661798
0.09,90,21,0.8,0.17,0.67,0.18,0.000757519478753193
0.09,90,22,0.8,0.19,0.74,0.2,0.135878126263909
0.09,90,23,0.79,0.19,0.74,0.22,0.275404350557081
0.09,90,24,0.77,0.26,0.71,0.19,0.201065792938778
0.09,90,25,0.84,0.16,0.7,0.19,0.000226445120436635
0.09,90,26,0.82,0.21,0.73,0.18,0.0336451580250525
0.09,90,27,0.74,0.18,0.74,0.18,0.947119889548725
0.09,90,28,0.76,0.17,0.7,0.19,0.0972871612707418
0.09,90,29,0.82,0.24,0.74,0.24,0.12131773121885
0.09,90,30,0.76,0.22,0.75,0.18,0.772042868508816
0.09,90,31,0.84,0.2,0.72,0.21,0.00712198130268288
0.09,90,32,0.76,0.19,0.72,0.18,0.247537804230899
0.09,90,33,0.73,0.18,0.69,0.18,0.373171161920441
0.09,90,34,0.81,0.21,0.72,0.2,0.03095814060425
0.09,90,35,0.83,0.16,0.71,0.19,0.000907659671603467
0.09,90,36,0.78,0.2,0.7,0.21,0.0786895845025442
0.09,90,37,0.79,0.2,0.71,0.22,0.088424302087415
0.09,90,38,0.78,0.18,0.72,0.23,0.15389681510924
0.09,90,39,0.83,0.23,0.74,0.2,0.0615842683032856
0.09,90,40,0.78,0.19,0.67,0.2,0.0150335963240025
0.09,90,41,0.79,0.14,0.69,0.17,0.00547464871982968
0.09,90,42,0.78,0.16,0.71,0.21,0.0543224239032304
0.09,90,43,0.79,0.2,0.69,0.21,0.0209531656476055
0.09,90,44,0.8,0.25,0.7,0.2,0.0656035792370256
0.09,90,45,0.81,0.2,0.73,0.2,0.0994006526179546
0.09,90,46,0.82,0.19,0.68,0.22,0.00266664659318127
0.09,90,47,0.76,0.19,0.69,0.2,0.113017772195314
0.09,90,48,0.77,0.17,0.74,0.18,0.318472260943115
0.09,90,49,0.78,0.17,0.72,0.19,0.118838666434993
0.09,90,50,0.76,0.17,0.7,0.24,0.188248695484486
0.09,90,51,0.8,0.17,0.69,0.21,0.00626943694476052
0.09,90,52,0.84,0.19,0.69,0.2,0.00063422969479114
0.09,90,53,0.81,0.23,0.68,0.2,0.00662028947923709
0.09,90,54,0.76,0.19,0.76,0.19,0.904676238286919
0.09,90,55,0.87,0.2,0.71,0.23,0.00150439771945834
0.09,90,56,0.86,0.16,0.71,0.2,0.000141995182980628
0.09,90,57,0.87,0.23,0.78,0.18,0.0522339674290092
0.09,90,58,0.77,0.21,0.79,0.16,0.696371370423987
0.09,90,59,0.8,0.18,0.7,0.2,0.0134369904617588
0.09,90,60,0.77,0.19,0.68,0.2,0.0357940160194568
0.09,90,61,0.77,0.19,0.72,0.19,0.20983641942851
0.09,90,62,0.82,0.2,0.69,0.22,0.00457234991420983
0.09,90,63,0.86,0.24,0.73,0.19,0.0112922515597587
0.09,90,64,0.77,0.17,0.67,0.2,0.0105805816043985
0.09,90,65,0.84,0.21,0.69,0.21,0.00220323619009304
0.09,90,66,0.82,0.18,0.71,0.24,0.014099354524206
0.09,90,67,0.75,0.18,0.75,0.21,0.866531656060602
0.09,90,68,0.79,0.26,0.72,0.24,0.235997131994927
0.09,90,69,0.76,0.22,0.72,0.19,0.408682497474429
0.09,90,70,0.82,0.18,0.69,0.22,0.00295593783748355
0.09,90,71,0.84,0.23,0.73,0.18,0.0140630030760795
0.09,90,72,0.82,0.22,0.73,0.19,0.0333852212732606
0.09,90,73,0.82,0.21,0.7,0.2,0.0202113964909163
0.09,90,74,0.8,0.2,0.76,0.18,0.397676732660382
0.09,90,75,0.79,0.23,0.71,0.22,0.0802885240221855
0.09,90,76,0.81,0.19,0.71,0.2,0.0187115717111592
0.09,90,77,0.84,0.2,0.72,0.25,0.0140838369122009
0.09,90,78,0.79,0.2,0.73,0.2,0.148348500777452
0.09,90,79,0.83,0.21,0.74,0.2,0.0538946731831885
0.09,90,80,0.82,0.22,0.71,0.21,0.0265012304766977
0.09,90,81,0.77,0.18,0.72,0.19,0.250827812505019
0.09,90,82,0.83,0.19,0.75,0.21,0.0747493830326679
0.09,90,83,0.73,0.19,0.73,0.22,0.944873145477949
0.09,90,84,0.78,0.19,0.73,0.23,0.219917248595824
0.09,90,85,0.76,0.13,0.72,0.19,0.308850106160514
0.09,90,86,0.75,0.21,0.69,0.18,0.151856641042226
0.09,90,87,0.79,0.21,0.7,0.19,0.0493506384766814
0.09,90,88,0.81,0.18,0.7,0.21,0.00924040016994736
0.09,90,89,0.79,0.19,0.68,0.19,0.00984410358968562
0.09,90,90,0.74,0.22,0.67,0.2,0.176017226199102
0.09,90,91,0.81,0.21,0.7,0.23,0.0305137006528513
0.09,90,92,0.78,0.23,0.68,0.22,0.0378201524503599
0.09,90,93,0.75,0.18,0.75,0.18,0.969397966783427
0.09,90,94,0.81,0.19,0.71,0.18,0.0147615734088892
0.09,90,95,0.73,0.21,0.7,0.2,0.486861870920137
0.09,90,96,0.8,0.14,0.75,0.18,0.162099101084175
0.09,90,97,0.83,0.21,0.76,0.19,0.140341772909846
0.09,90,98,0.83,0.19,0.71,0.21,0.00972581243887009
0.09,90,99,0.79,0.2,0.68,0.2,0.0132495054644241
0.09,90,100,0.78,0.18,0.7,0.2,0.0633801908756154
0.09,100,1,0.78,0.2,0.71,0.21,0.106792728565439
0.09,100,2,0.83,0.17,0.73,0.22,0.029906631503234
0.09,100,3,0.83,0.22,0.71,0.2,0.0095578244619789
0.09,100,4,0.81,0.21,0.68,0.22,0.00369659241641207
0.09,100,5,0.86,0.17,0.66,0.18,1.51249726075475e-07
0.09,100,6,0.81,0.22,0.68,0.2,0.00553445895827214
0.09,100,7,0.85,0.17,0.75,0.2,0.0102037602801605
0.09,100,8,0.81,0.21,0.71,0.2,0.0179332392416801
0.09,100,9,0.76,0.21,0.71,0.18,0.172253167937618
0.09,100,10,0.83,0.26,0.7,0.19,0.00904660199734755
0.09,100,11,0.78,0.2,0.73,0.18,0.319306145249505
0.09,100,12,0.82,0.21,0.71,0.19,0.0102297112916015
0.09,100,13,0.84,0.19,0.72,0.19,0.00371744098518111
0.09,100,14,0.83,0.18,0.76,0.19,0.0600393590438721
0.09,100,15,0.79,0.21,0.72,0.19,0.0805419820421889
0.09,100,16,0.81,0.21,0.71,0.21,0.022186129004226
0.09,100,17,0.8,0.22,0.7,0.2,0.0243748749975904
0.09,100,18,0.82,0.19,0.65,0.21,0.000165626231224589
0.09,100,19,0.78,0.21,0.68,0.21,0.0257195507152805
0.09,100,20,0.84,0.19,0.7,0.21,0.000940032988333477
0.09,100,21,0.81,0.16,0.74,0.2,0.0473658764613617
0.09,100,22,0.82,0.23,0.7,0.21,0.00529181881866261
0.09,100,23,0.84,0.22,0.71,0.22,0.00810850365287209
0.09,100,24,0.82,0.23,0.74,0.21,0.0697415917059002
0.09,100,25,0.77,0.22,0.72,0.2,0.285030214960722
0.09,100,26,0.74,0.25,0.72,0.21,0.6096079169227
0.09,100,27,0.78,0.2,0.68,0.21,0.0200477396574633
0.09,100,28,0.84,0.23,0.73,0.2,0.0174820469671777
0.09,100,29,0.85,0.2,0.69,0.2,0.000197563465492917
0.09,100,30,0.8,0.19,0.78,0.19,0.534185785929169
0.09,100,31,0.78,0.17,0.72,0.2,0.134134054802311
0.09,100,32,0.77,0.26,0.76,0.2,0.750923381229426
0.09,100,33,0.8,0.18,0.68,0.22,0.00249040068585456
0.09,100,34,0.78,0.17,0.66,0.2,0.00189385051517631
0.09,100,35,0.75,0.21,0.72,0.19,0.583126900801802
0.09,100,36,0.79,0.22,0.72,0.2,0.0997068124480059
0.09,100,37,0.8,0.21,0.74,0.18,0.138525745092303
0.09,100,38,0.81,0.21,0.71,0.18,0.0108245090643375
0.09,100,39,0.77,0.21,0.72,0.18,0.146440655838444
0.09,100,40,0.74,0.21,0.72,0.18,0.654529250529016
0.09,100,41,0.81,0.17,0.7,0.21,0.00466478242835721
0.09,100,42,0.81,0.18,0.72,0.17,0.0179623972855243
0.09,100,43,0.79,0.16,0.71,0.19,0.0316965811751935
0.09,100,44,0.81,0.18,0.72,0.21,0.0137698001251052
0.09,100,45,0.78,0.21,0.71,0.19,0.112832123035871
0.09,100,46,0.77,0.2,0.75,0.23,0.541688001909848
0.09,100,47,0.81,0.19,0.71,0.2,0.0210685720933549
0.09,100,48,0.81,0.2,0.68,0.21,0.00240124239465464
0.09,100,49,0.86,0.18,0.74,0.2,0.00294039565093332
0.09,100,50,0.75,0.18,0.67,0.2,0.0413638246404041
0.09,100,51,0.86,0.15,0.7,0.18,9.45337853034011e-06
0.09,100,52,0.85,0.15,0.66,0.21,9.29887483579642e-07
0.09,100,53,0.81,0.21,0.68,0.2,0.00160958458725771
0.09,100,54,0.78,0.2,0.68,0.23,0.0173017345649981
0.09,100,55,0.75,0.18,0.72,0.18,0.430522546133806
0.09,100,56,0.76,0.23,0.74,0.21,0.707477202345593
0.09,100,57,0.85,0.19,0.72,0.17,0.00133580358276636
0.09,100,58,0.8,0.19,0.76,0.2,0.248500830408423
0.09,100,59,0.8,0.23,0.73,0.21,0.139222682075578
0.09,100,60,0.78,0.23,0.75,0.2,0.484182896167655
0.09,100,61,0.81,0.14,0.7,0.2,0.00188882876283048
0.09,100,62,0.83,0.19,0.72,0.18,0.00808341699122465
0.09,100,63,0.82,0.21,0.77,0.22,0.276877342481053
0.09,100,64,0.82,0.24,0.7,0.21,0.0190803884955907
0.09,100,65,0.78,0.21,0.76,0.21,0.608176509257962
0.09,100,66,0.81,0.18,0.69,0.19,0.00262195776534224
0.09,100,67,0.75,0.21,0.71,0.18,0.345054670068466
0.09,100,68,0.79,0.21,0.7,0.21,0.0383142669100691
0.09,100,69,0.87,0.19,0.72,0.21,0.000274912042568892
0.09,100,70,0.78,0.23,0.72,0.2,0.182950060634759
0.09,100,71,0.8,0.23,0.66,0.19,0.00146313634328061
0.09,100,72,0.8,0.18,0.69,0.18,0.00517097897596817
0.09,100,73,0.84,0.22,0.72,0.21,0.0103331909190009
0.09,100,74,0.8,0.22,0.76,0.19,0.322898248963042
0.09,100,75,0.7,0.22,0.71,0.19,0.842857679269549
0.09,100,76,0.78,0.2,0.68,0.19,0.0176452046739968
0.09,100,77,0.83,0.19,0.71,0.18,0.00124201801585987
0.09,100,78,0.76,0.21,0.7,0.18,0.145500296059463
0.09,100,79,0.78,0.17,0.7,0.19,0.028019344620435
0.09,100,80,0.72,0.19,0.74,0.2,0.777645219562047
0.09,100,81,0.73,0.18,0.71,0.18,0.471975320982806
0.09,100,82,0.78,0.16,0.74,0.19,0.269918493511761
0.09,100,83,0.73,0.21,0.73,0.2,0.913394303948907
0.09,100,84,0.82,0.24,0.74,0.23,0.0989196954447171
0.09,100,85,0.81,0.22,0.73,0.18,0.0831655732824815
0.09,100,86,0.79,0.2,0.7,0.19,0.0344594150192986
0.09,100,87,0.79,0.14,0.7,0.22,0.0221396436794621
0.09,100,88,0.8,0.23,0.68,0.2,0.0138403152663755
0.09,100,89,0.76,0.17,0.73,0.2,0.521290084997441
0.09,100,90,0.77,0.2,0.67,0.17,0.0107465242423409
0.09,100,91,0.84,0.21,0.73,0.22,0.0156493976279204
0.09,100,92,0.76,0.2,0.7,0.2,0.166231247893678
0.09,100,93,0.82,0.19,0.71,0.21,0.00793535291627937
0.09,100,94,0.79,0.19,0.71,0.23,0.0680494964033324
0.09,100,95,0.85,0.21,0.71,0.19,0.000915349932140655
0.09,100,96,0.83,0.16,0.66,0.16,1.22570227588706e-06
0.09,100,97,0.82,0.2,0.73,0.17,0.0199462423497786
0.09,100,98,0.8,0.2,0.72,0.2,0.0813103875013943
0.09,100,99,0.8,0.23,0.68,0.2,0.0104931699922478
0.09,100,100,0.74,0.18,0.74,0.22,0.815250297441078
0.1,40,1,0.83,0.18,0.68,0.17,0.0111452991862924
0.1,40,2,0.79,0.19,0.7,0.19,0.165705649446408
0.1,40,3,0.82,0.24,0.66,0.24,0.0416025372691967
0.1,40,4,0.69,0.19,0.71,0.18,0.698807975872891
0.1,40,5,0.84,0.23,0.7,0.19,0.0559135564249403
0.1,40,6,0.8,0.2,0.74,0.15,0.381672496756715
0.1,40,7,0.82,0.18,0.68,0.25,0.0513004067792072
0.1,40,8,0.79,0.16,0.67,0.13,0.0234816395449936
0.1,40,9,0.83,0.15,0.69,0.15,0.00625737507714452
0.1,40,10,0.84,0.18,0.67,0.21,0.00977526042641468
0.1,40,11,0.68,0.21,0.65,0.19,0.735355751095968
0.1,40,12,0.7,0.24,0.69,0.23,0.916920922585677
0.1,40,13,0.71,0.24,0.75,0.21,0.617372958146635
0.1,40,14,0.67,0.22,0.74,0.2,0.409799344318436
0.1,40,15,0.73,0.16,0.75,0.21,0.747744045379435
0.1,40,16,0.86,0.17,0.68,0.18,0.00229695080200475
0.1,40,17,0.81,0.17,0.72,0.21,0.155217209685038
0.1,40,18,0.75,0.19,0.65,0.19,0.148836629537575
0.1,40,19,0.78,0.22,0.75,0.23,0.679364434952046
0.1,40,20,0.72,0.19,0.69,0.21,0.704370295583775
0.1,40,21,0.79,0.16,0.67,0.17,0.0439443819890589
0.1,40,22,0.77,0.2,0.74,0.17,0.683739589768106
0.1,40,23,0.79,0.18,0.63,0.22,0.0147171274504764
0.1,40,24,0.83,0.24,0.64,0.23,0.0200423491906159
0.1,40,25,0.76,0.21,0.72,0.21,0.515742476090169
0.1,40,26,0.83,0.17,0.61,0.13,0.00807087786139118
0.1,40,27,0.85,0.18,0.74,0.2,0.0828048163305258
0.1,40,28,0.88,0.16,0.69,0.25,0.00509170358755133
0.1,40,29,0.78,0.26,0.68,0.26,0.231002482040975
0.1,40,30,0.81,0.22,0.75,0.19,0.376706350508905
0.1,40,31,0.73,0.18,0.74,0.18,0.801762103221711
0.1,40,32,0.82,0.15,0.7,0.15,0.0403358662673977
0.1,40,33,0.82,0.17,0.67,0.14,0.0035330880063225
0.1,40,34,0.86,0.17,0.68,0.23,0.00889225481208527
0.1,40,35,0.77,0.22,0.76,0.17,0.943235455527949
0.1,40,36,0.87,0.21,0.72,0.22,0.0315253984064078
0.1,40,37,0.72,0.15,0.69,0.21,0.681003242545575
0.1,40,38,0.81,0.22,0.69,0.2,0.091507583144578
0.1,40,39,0.77,0.23,0.69,0.2,0.277741647446716
0.1,40,40,0.8,0.14,0.72,0.27,0.274820906952015
0.1,40,41,0.8,0.14,0.74,0.21,0.324219846428269
0.1,40,42,0.87,0.26,0.7,0.18,0.0587763207249659
0.1,40,43,0.84,0.21,0.7,0.18,0.0584567427200958
0.1,40,44,0.76,0.19,0.76,0.13,0.929573541658791
0.1,40,45,0.74,0.24,0.68,0.21,0.372948983283398
0.1,40,46,0.85,0.26,0.68,0.23,0.0369120738498675
0.1,40,47,0.87,0.13,0.69,0.22,0.00274066418775087
0.1,40,48,0.79,0.26,0.74,0.18,0.488743212036876
0.1,40,49,0.84,0.22,0.74,0.2,0.14319537465256
0.1,40,50,0.83,0.18,0.72,0.17,0.0757612589517424
0.1,40,51,0.89,0.23,0.67,0.2,0.00349345750158888
0.1,40,52,0.66,0.21,0.74,0.23,0.346079324531621
0.1,40,53,0.76,0.15,0.7,0.21,0.327896129458292
0.1,40,54,0.79,0.24,0.74,0.21,0.52467282128075
0.1,40,55,0.79,0.19,0.68,0.16,0.0663466976491698
0.1,40,56,0.72,0.15,0.68,0.2,0.497443381612468
0.1,40,57,0.84,0.17,0.75,0.19,0.115492179282508
0.1,40,58,0.87,0.17,0.71,0.19,0.0114834928115891
0.1,40,59,0.8,0.18,0.77,0.21,0.597512859716926
0.1,40,60,0.87,0.18,0.71,0.24,0.0216968395207545
0.1,40,61,0.85,0.17,0.7,0.2,0.0127458784044718
0.1,40,62,0.77,0.16,0.68,0.22,0.125003025624779
0.1,40,63,0.73,0.17,0.73,0.25,0.996242184089839
0.1,40,64,0.79,0.16,0.71,0.22,0.172271994217587
0.1,40,65,0.78,0.15,0.64,0.25,0.0372418336830707
0.1,40,66,0.81,0.21,0.79,0.2,0.801460523146965
0.1,40,67,0.79,0.21,0.77,0.2,0.730837772347528
0.1,40,68,0.76,0.2,0.66,0.19,0.1585187381679
0.1,40,69,0.69,0.25,0.68,0.2,0.895928223632277
0.1,40,70,0.75,0.29,0.65,0.19,0.249558481606537
0.1,40,71,0.84,0.22,0.74,0.14,0.072171801078232
0.1,40,72,0.87,0.19,0.71,0.19,0.00832202124831496
0.1,40,73,0.84,0.21,0.73,0.21,0.137939238968948
0.1,40,74,0.75,0.13,0.67,0.2,0.112060372900526
0.1,40,75,0.8,0.15,0.67,0.23,0.0402640881501916
0.1,40,76,0.67,0.23,0.78,0.2,0.122364087741672
0.1,40,77,0.9,0.22,0.6,0.18,0.00033758487690142
0.1,40,78,0.9,0.23,0.64,0.15,0.0014895941735044
0.1,40,79,0.8,0.18,0.75,0.23,0.435514556311492
0.1,40,80,0.74,0.16,0.71,0.18,0.724631721433619
0.1,40,81,0.85,0.2,0.58,0.2,0.000156244984678306
0.1,40,82,0.76,0.13,0.61,0.19,0.00870274156952451
0.1,40,83,0.82,0.26,0.67,0.2,0.0700933107076516
0.1,40,84,0.71,0.15,0.68,0.16,0.650261002436329
0.1,40,85,0.87,0.19,0.65,0.17,0.00244445890885427
0.1,40,86,0.81,0.19,0.74,0.2,0.274616122882036
0.1,40,87,0.84,0.21,0.71,0.18,0.0705202311472506
0.1,40,88,0.83,0.22,0.59,0.16,0.000385722482033501
0.1,40,89,0.75,0.21,0.67,0.23,0.242357702877022
0.1,40,90,0.88,0.19,0.71,0.2,0.0113467081415047
0.1,40,91,0.77,0.21,0.63,0.22,0.0751929215921059
0.1,40,92,0.76,0.22,0.7,0.17,0.355467522961556
0.1,40,93,0.74,0.16,0.65,0.17,0.0873164834018815
0.1,40,94,0.85,0.21,0.67,0.24,0.013216078648454
0.1,40,95,0.8,0.2,0.68,0.19,0.0981620020167379
0.1,40,96,0.79,0.29,0.76,0.19,0.755398597098207
0.1,40,97,0.83,0.2,0.64,0.18,0.0027021916615779
0.1,40,98,0.77,0.24,0.76,0.23,0.847321760720137
0.1,40,99,0.84,0.16,0.7,0.18,0.0152205316399893
0.1,40,100,0.83,0.22,0.68,0.18,0.0410009243516528
0.1,50,1,0.8,0.23,0.75,0.14,0.359743178651762
0.1,50,2,0.72,0.2,0.66,0.24,0.325221975982845
0.1,50,3,0.86,0.22,0.66,0.19,0.00201544381998593
0.1,50,4,0.84,0.22,0.71,0.15,0.0401542467679405
0.1,50,5,0.84,0.22,0.68,0.17,0.00779016767625597
0.1,50,6,0.75,0.22,0.69,0.18,0.29266112888255
0.1,50,7,0.87,0.23,0.7,0.22,0.00793561834743996
0.1,50,8,0.78,0.15,0.72,0.21,0.246935589600439
0.1,50,9,0.75,0.2,0.65,0.23,0.0968411615151021
0.1,50,10,0.73,0.3,0.68,0.24,0.557035298956729
0.1,50,11,0.76,0.13,0.75,0.24,0.829424392556156
0.1,50,12,0.84,0.19,0.74,0.19,0.0707632567335975
0.1,50,13,0.85,0.21,0.71,0.22,0.0286877936348608
0.1,50,14,0.79,0.19,0.69,0.2,0.0968789414138482
0.1,50,15,0.81,0.18,0.67,0.22,0.020457466795798
0.1,50,16,0.8,0.21,0.68,0.2,0.0479424883148986
0.1,50,17,0.77,0.27,0.66,0.19,0.168356610716092
0.1,50,18,0.83,0.21,0.71,0.24,0.061212639905909
0.1,50,19,0.75,0.2,0.7,0.19,0.407568487442584
0.1,50,20,0.81,0.22,0.74,0.2,0.279133828707859
0.1,50,21,0.73,0.21,0.71,0.17,0.752316811353489
0.1,50,22,0.8,0.25,0.66,0.2,0.0400475166534147
0.1,50,23,0.77,0.21,0.71,0.18,0.377515053174784
0.1,50,24,0.81,0.25,0.72,0.23,0.211018933564903
0.1,50,25,0.89,0.18,0.71,0.19,0.0011802112627362
0.1,50,26,0.86,0.18,0.72,0.19,0.0114960989884106
0.1,50,27,0.83,0.23,0.72,0.15,0.0710943517338299
0.1,50,28,0.84,0.16,0.69,0.18,0.00291323455994146
0.1,50,29,0.77,0.2,0.65,0.19,0.0504751725914299
0.1,50,30,0.76,0.2,0.76,0.22,0.972199923337567
0.1,50,31,0.8,0.2,0.7,0.16,0.104001601758229
0.1,50,32,0.78,0.25,0.7,0.22,0.280114368706386
0.1,50,33,0.81,0.21,0.65,0.19,0.00879899434178445
0.1,50,34,0.77,0.18,0.72,0.21,0.44088254698727
0.1,50,35,0.76,0.24,0.63,0.18,0.0281304598878046
0.1,50,36,0.82,0.17,0.75,0.26,0.227026537842226
0.1,50,37,0.78,0.26,0.67,0.19,0.190986054995161
0.1,50,38,0.76,0.17,0.77,0.22,0.926098398159546
0.1,50,39,0.86,0.27,0.75,0.17,0.0772908135393041
0.1,50,40,0.85,0.16,0.77,0.18,0.113489612517278
0.1,50,41,0.78,0.22,0.68,0.23,0.130803241960557
0.1,50,42,0.74,0.2,0.64,0.2,0.0817031821460514
0.1,50,43,0.77,0.16,0.72,0.16,0.243781007361109
0.1,50,44,0.86,0.18,0.71,0.21,0.0162762994783359
0.1,50,45,0.82,0.24,0.73,0.2,0.169442207985619
0.1,50,46,0.81,0.23,0.62,0.26,0.00910222919838952
0.1,50,47,0.83,0.16,0.68,0.24,0.0309736647023812
0.1,50,48,0.82,0.19,0.66,0.21,0.00708481958862644
0.1,50,49,0.76,0.18,0.68,0.21,0.167362034031408
0.1,50,50,0.74,0.18,0.68,0.22,0.354129651969155
0.1,50,51,0.88,0.19,0.74,0.18,0.0167664458715262
0.1,50,52,0.75,0.22,0.75,0.18,0.909103031280588
0.1,50,53,0.83,0.17,0.62,0.19,0.000216236196534925
0.1,50,54,0.78,0.24,0.69,0.19,0.219766061932159
0.1,50,55,0.77,0.23,0.81,0.17,0.443442049068963
0.1,50,56,0.82,0.19,0.7,0.19,0.0410126998977618
0.1,50,57,0.82,0.23,0.74,0.27,0.268601696315444
0.1,50,58,0.75,0.16,0.7,0.17,0.28936831902206
0.1,50,59,0.77,0.18,0.67,0.19,0.0732805613704748
0.1,50,60,0.8,0.25,0.68,0.15,0.053216408018889
0.1,50,61,0.7,0.19,0.75,0.22,0.476598648783691
0.1,50,62,0.83,0.23,0.71,0.23,0.0922207822629085
0.1,50,63,0.76,0.18,0.71,0.17,0.287330267221494
0.1,50,64,0.78,0.19,0.74,0.19,0.399433266768997
0.1,50,65,0.84,0.2,0.73,0.17,0.0515755921292527
0.1,50,66,0.79,0.21,0.68,0.21,0.154900134602219
0.1,50,67,0.78,0.2,0.75,0.22,0.611632936075642
0.1,50,68,0.85,0.21,0.72,0.19,0.0322545553791351
0.1,50,69,0.77,0.21,0.67,0.16,0.111820202043493
0.1,50,70,0.69,0.16,0.69,0.13,0.99007868418716
0.1,50,71,0.84,0.15,0.74,0.21,0.0435977630729811
0.1,50,72,0.8,0.16,0.66,0.21,0.0117639375097454
0.1,50,73,0.73,0.21,0.7,0.19,0.629942313953467
0.1,50,74,0.82,0.16,0.63,0.17,0.00013975041409379
0.1,50,75,0.8,0.19,0.77,0.22,0.624281719537102
0.1,50,76,0.86,0.18,0.79,0.23,0.222167234576608
0.1,50,77,0.8,0.23,0.7,0.16,0.122701678096499
0.1,50,78,0.75,0.17,0.71,0.2,0.534666732065767
0.1,50,79,0.79,0.18,0.73,0.21,0.297758199842091
0.1,50,80,0.76,0.23,0.69,0.24,0.287944379045323
0.1,50,81,0.73,0.21,0.73,0.2,0.99425340477445
0.1,50,82,0.8,0.23,0.73,0.23,0.336146625186727
0.1,50,83,0.73,0.18,0.65,0.18,0.137335369060776
0.1,50,84,0.87,0.25,0.74,0.19,0.0540393546480153
0.1,50,85,0.81,0.2,0.72,0.24,0.201141212727693
0.1,50,86,0.79,0.19,0.68,0.2,0.0958670699849708
0.1,50,87,0.78,0.2,0.66,0.16,0.03848681033352
0.1,50,88,0.75,0.26,0.73,0.28,0.740402783213781
0.1,50,89,0.82,0.23,0.7,0.19,0.0698567132443307
0.1,50,90,0.76,0.19,0.68,0.14,0.090987295849966
0.1,50,91,0.74,0.19,0.68,0.17,0.232112580878957
0.1,50,92,0.79,0.15,0.68,0.21,0.0312221035135346
0.1,50,93,0.75,0.22,0.75,0.2,0.946309855739543
0.1,50,94,0.81,0.19,0.69,0.24,0.0672623112077046
0.1,50,95,0.86,0.15,0.66,0.22,0.00034658215339826
0.1,50,96,0.79,0.18,0.72,0.24,0.28144706533945
0.1,50,97,0.81,0.19,0.7,0.2,0.052933864294232
0.1,50,98,0.81,0.2,0.67,0.16,0.0140244674245638
0.1,50,99,0.82,0.17,0.68,0.21,0.0128329860378701
0.1,50,100,0.78,0.16,0.65,0.21,0.0209955757234017
0.1,60,1,0.8,0.19,0.68,0.2,0.0276975528768075
0.1,60,2,0.88,0.23,0.68,0.17,0.000845848464329956
0.1,60,3,0.83,0.23,0.7,0.2,0.0222408233976496
0.1,60,4,0.76,0.21,0.76,0.17,0.97750816329398
0.1,60,5,0.78,0.18,0.66,0.21,0.0211294366678054
0.1,60,6,0.83,0.16,0.66,0.25,0.00298683449288547
0.1,60,7,0.77,0.2,0.71,0.2,0.236291025926358
0.1,60,8,0.81,0.2,0.75,0.2,0.246555619450943
0.1,60,9,0.85,0.19,0.7,0.17,0.00746373373772895
0.1,60,10,0.79,0.18,0.68,0.19,0.0310722062731971
0.1,60,11,0.83,0.14,0.68,0.19,0.0014577572560797
0.1,60,12,0.82,0.2,0.69,0.23,0.0355507285759552
0.1,60,13,0.73,0.26,0.59,0.24,0.0390649333852016
0.1,60,14,0.78,0.15,0.7,0.18,0.0542590237934941
0.1,60,15,0.83,0.19,0.78,0.21,0.364048620337964
0.1,60,16,0.73,0.23,0.64,0.19,0.135417549073244
0.1,60,17,0.75,0.17,0.7,0.2,0.290930995483789
0.1,60,18,0.81,0.21,0.72,0.17,0.0614673267211034
0.1,60,19,0.81,0.27,0.73,0.21,0.240127151344059
0.1,60,20,0.74,0.21,0.71,0.22,0.567874808603147
0.1,60,21,0.78,0.25,0.77,0.19,0.892376105276595
